epoch,acc,loss,lr,time,val_acc,val_loss
0,0.9756611585617065,0.10088630765676498,0.001,18.800875583000106,0.9652788043022156,0.27548107504844666
1,0.9907161593437195,0.03901783749461174,0.001,21.44125944999996,0.9678526520729065,0.2868075668811798
2,0.9919624924659729,0.03225748613476753,0.001,27.05520731200022,0.9710825085639954,0.2704906761646271
3,0.9927960634231567,0.027613326907157898,0.001,25.229720242999974,0.9674993753433228,0.36043602228164673
4,0.9931209683418274,0.026128241792321205,0.001,22.796300961999805,0.968609631061554,0.33776381611824036
5,0.9933207035064697,0.024356720969080925,0.001,29.353167957000096,0.9724955558776855,0.3553001880645752
6,0.9937015771865845,0.023399369791150093,0.001,30.044199760000083,0.9671965837478638,0.3105296194553375
7,0.9937095642089844,0.022567298263311386,0.001,29.03334977099985,0.9719909429550171,0.3253565728664398
8,0.994114339351654,0.020806774497032166,0.001,31.163111108000066,0.9711329936981201,0.4870859682559967
9,0.9940797090530396,0.021274585276842117,0.001,36.74656717700009,0.9706283211708069,0.3417648375034332
10,0.9942634701728821,0.02023129351437092,0.001,30.652804478000235,0.968861997127533,0.4149336516857147
11,0.9941729307174683,0.020431900396943092,0.001,41.98065590899978,0.9697703719139099,0.3694603443145752
12,0.9942927956581116,0.019377710297703743,0.001,30.83151629399981,0.9714357852935791,0.42174527049064636
13,0.9943806529045105,0.019015435129404068,0.001,32.34852495599989,0.9721423387527466,0.3412874639034271
14,0.9945244789123535,0.019278069958090782,0.001,33.377566817000115,0.9702245593070984,0.43024855852127075
15,0.9945670962333679,0.018524128943681717,0.001,36.18603390499993,0.9705273509025574,0.38871434330940247
