epoch,acc,loss,lr,time,val_acc,val_loss
0,0.9134272336959839,0.48706769943237305,0.001,21.55598419799935,0.9845589995384216,0.15104711055755615
1,0.9834785461425781,0.11427439749240875,0.001,20.249556247028522,0.9850396513938904,0.09188489615917206
2,0.9845430850982666,0.09433527290821075,0.001,19.57005455205217,0.9850396513938904,0.09316331893205643
3,0.9843738079071045,0.09118644148111343,0.001,20.6923090639757,0.9850396513938904,0.0977848693728447
4,0.9843200445175171,0.08968355506658554,0.001,21.637223372003064,0.9850396513938904,0.10273846983909607
5,0.9842109084129333,0.08866643160581589,0.001,19.82028356695082,0.9850396513938904,0.10554879903793335
6,0.9840638041496277,0.08792480081319809,0.001,21.036232203012332,0.9850396513938904,0.10864027589559555
7,0.9837901592254639,0.08737315237522125,0.001,20.903995611937717,0.9850396513938904,0.11119066923856735
8,0.9838059544563293,0.08691290766000748,0.001,20.920880320947617,0.9850396513938904,0.11341191083192825
9,0.9838027954101562,0.08655610680580139,0.001,20.611962859984487,0.9850396513938904,0.1159999892115593
10,0.9836556911468506,0.08626145124435425,0.001,20.957208480103873,0.9850396513938904,0.11677860468626022
11,0.9836288094520569,0.08604345470666885,0.001,21.937662692042068,0.9850396513938904,0.11905807256698608
