epoch,acc,loss,lr,time,val_acc,val_loss
0,0.9612480998039246,0.24022908508777618,0.01,4.116997526027262,0.9814795255661011,0.11628594994544983
1,0.9857460856437683,0.09480259567499161,0.01,3.20354438200593,0.982728123664856,0.10670772939920425
