epoch,acc,loss,lr,time,val_acc,val_loss
0,0.9543455243110657,0.11903848499059677,0.001,46.54669669299983,0.9737758636474609,0.073274165391922
1,0.9689880013465881,0.07802198082208633,0.001,53.67298696100079,0.9723724126815796,0.0713764950633049
2,0.9720574617385864,0.07180279493331909,0.001,63.889608049001254,0.9774144887924194,0.06600276380777359
3,0.9734806418418884,0.0687207356095314,0.001,71.18093823100025,0.9738538265228271,0.06683161854743958
4,0.9745672345161438,0.06629902124404907,0.001,66.68274775400096,0.9768946766853333,0.06207199767231941
5,0.9755361080169678,0.06451673805713654,0.001,67.60702066200065,0.9784541130065918,0.05853024497628212
6,0.9762545228004456,0.06262809038162231,0.001,79.81703928099887,0.9767647385597229,0.061253998428583145
7,0.9773684740066528,0.060375142842531204,0.001,74.72701433399925,0.9773105382919312,0.05921059846878052
8,0.9792746901512146,0.05561237409710884,0.001,116.03636687100152,0.9751013517379761,0.06395232677459717
9,0.9819719195365906,0.049084872007369995,0.001,66.58178126200073,0.9770246148109436,0.057615816593170166
