epoch,acc,loss,lr,time,val_acc,val_loss
0,0.7064377665519714,0.6116015911102295,0.001,65.1966923889704,0.8070136904716492,0.44480642676353455
1,0.8496184945106506,0.3789539635181427,0.001,48.23294773278758,0.816056489944458,0.42486572265625
2,0.8741129636764526,0.320079505443573,0.001,49.94785044621676,0.8961182236671448,0.26777151226997375
3,0.8863195776939392,0.29379767179489136,0.001,51.44319853698835,0.8958976864814758,0.27071064710617065
4,0.8953554630279541,0.26856258511543274,0.001,51.30506200436503,0.9097926616668701,0.23536580801010132
5,0.9018710851669312,0.2514532208442688,0.001,50.915076901670545,0.9086899161338806,0.257821261882782
6,0.9052624106407166,0.23972557485103607,0.001,52.54899456584826,0.9104543328285217,0.2378721535205841
7,0.9079337120056152,0.23389777541160583,0.001,50.11422470398247,0.9146448969841003,0.21471036970615387
8,0.9106398224830627,0.22435395419597626,0.001,48.52166657196358,0.9172915816307068,0.2166762501001358
9,0.9128929972648621,0.21699409186840057,0.001,61.76221268810332,0.908248782157898,0.23681966960430145
