epoch,acc,loss,lr,time,val_acc,val_loss
0,0.6677969098091125,0.888844907283783,0.001,9.009344546997454,0.5986968278884888,1.0644097328186035
1,0.7932004332542419,0.5804123282432556,0.001,7.88627493599779,0.6009965538978577,1.0802346467971802
2,0.850313663482666,0.4282881021499634,0.001,7.496487096010242,0.6444997787475586,0.9909372329711914
3,0.8880778551101685,0.32820239663124084,0.001,7.695713942986913,0.6853200197219849,0.9112126231193542
4,0.9131931066513062,0.25690481066703796,0.001,7.830385634006234,0.6972019672393799,0.9321292042732239
5,0.9295677542686462,0.20966285467147827,0.001,8.10807377898891,0.7031429409980774,0.9235549569129944
6,0.9405010938644409,0.17466111481189728,0.001,7.549329531000694,0.7201992869377136,0.9474315643310547
7,0.9492619633674622,0.14947135746479034,0.001,7.784106044011423,0.7058259844779968,1.0426948070526123
8,0.956358015537262,0.12839770317077637,0.001,7.67272491499898,0.7253736853599548,0.9926196336746216
9,0.9625911116600037,0.11094125360250473,0.001,7.412069126992719,0.7178995609283447,1.0972182750701904
