epoch,acc,loss,lr,time,val_acc,val_loss
0,0.9149892926216125,0.26361149549484253,0.001,6.432304642003146,0.9801910519599915,0.07392314076423645
1,0.9730193018913269,0.07702606916427612,0.001,7.033062718997826,0.9875901937484741,0.04295139014720917
2,0.9764338135719299,0.06496879458427429,0.001,6.948735002995818,0.9888623356819153,0.03679019585251808
3,0.977242648601532,0.06225362792611122,0.001,6.430501299997559,0.9891479015350342,0.034665558487176895
4,0.9775286316871643,0.06139707937836647,0.001,6.154474631999619,0.9890181422233582,0.034328389912843704
5,0.9775997996330261,0.061063166707754135,0.001,6.112326817994472,0.9890440702438354,0.034019604325294495
6,0.9777161478996277,0.06093381717801094,0.001,5.4382396250002785,0.9882652163505554,0.03421790152788162
7,0.977791428565979,0.0608791820704937,0.001,8.793610797991278,0.9886027574539185,0.033510688692331314
8,0.9777065515518188,0.060809820890426636,0.001,9.567846664009267,0.9888104200363159,0.03355161100625992
9,0.9777982234954834,0.06081775948405266,0.001,7.770976102998247,0.9886286854743958,0.0336226150393486
